Position,artists,track_name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams,viral_on_tiktok
6869,blackbear,queen of broken hearts,3,0.0,100,0,332315,824373,Нет
6870,lil skies,ok 4 now,3,0.0,125,0,351999,823969,Нет
6871,nas,simple things,3,0.0,85,0,336602,822621,Нет
6872,slipknot,unsainted,3,0.0,112,0,325753,822507,Нет
6873,anuel aa,bandido,3,0.0,103,0,318271,822476,Нет
6874,bee gees,more than a woman,4,0.0,162,0,207863,822111,Нет
6875,brockhampton,st. percy,3,0.0,81,0,372495,821075,Нет
6876,trippie redd,lil wayne,3,0.0,78,0,374374,820986,Нет
6877,future,undefeated,3,0.0,110,0,327909,820576,Нет
6878,david bowie,ziggy stardust  2012 remastered version,4,0.0,34,0,325916,820340,Нет
6879,john denver,"take me home, country roads",3,0.0,84,0,325896,819776,Нет
6880,twenty one pilots,redecorate,3,0.0,97,0,350658,819769,Нет
6881,shakin' stevens,merry christmas everyone  remastered,2,0.0,101,0,475837,818379,Нет
6882,linkin park,papercut,3,0.0,66,0,412230,817527,Нет
6883,imagine dragons,next to me,3,0.0,75,0,389482,816877,Нет
6884,beyoncé,crazy in love,9,0.0,107,0,131344,815363,Нет
6885,bryson tiller,timeless interlude,2,0.0,56,0,517161,815107,Нет
6886,halsey,alone,4,0.0,94,0,287227,814572,Нет
6887,commodores,easy,3,0.0,98,0,289280,814411,Нет
6888,ludacris,good lovin,9,0.0,97,0,106498,814002,Нет
6889,mumford & sons,only love,7,0.0,60,0,163718,813488,Нет
6890,shawn mendes,because i had you,3,0.0,108,0,357142,813130,Нет
6891,alan walker,darkside,4,0.0,169,0,217605,812726,Нет
6892,new politics,everywhere i go (kings and queens),13,0.0,104,0,77847,812331,Нет
6893,david bowie,blackstar,4,0.0,33,0,328233,810351,Нет
6894,lovejoy,sex sells,3,0.0,82,0,296078,810250,Нет
6895,polo g,losses,2,0.0,65,0,508713,809814,Нет
6896,logic,dark place,2,0.0,67,0,499860,809735,Нет
6897,childish gambino,0.00,2,0.0,43,0,478145,809732,Нет
6898,pusha t,brambleton,2,0.0,23,0,505252,809459,Нет
6899,halsey,easier than lying,3,0.0,72,0,350386,808231,Нет
6900,future,last name,3,0.0,101,0,333491,807584,Нет
6901,brockhampton,if you pray right,3,0.0,94,0,352885,807579,Нет
6902,eslabon armado,dos morritas,2,0.0,58,0,514005,807346,Нет
6903,bts,born singer,2,0.0,38,0,526175,807290,Нет
6904,luke combs,my kinda folk,2,0.0,34,0,533993,807116,Нет
6905,eminem,alfred’s theme,2,0.0,70,0,472418,806983,Нет
6906,nle choppa,100 shots,3,0.0,148,0,283879,805910,Нет
6907,one direction,what makes you beautiful,2,0.0,27,0,550742,805896,Нет
6908,$uicideboy$,the serpent and the rainbow,2,0.0,110,0,460528,805802,Нет
6909,summer walker,over it,3,0.0,90,0,360717,804326,Нет
6910,ariana grande,thinking bout you,6,0.0,147,0,147563,804123,Нет
6911,future,when i was broke,4,0.0,104,0,276502,803038,Нет
6912,kygo,carry me,6,0.0,140,0,154118,802160,Нет
6913,charlie puth,how long,2,0.0,55,0,404601,801879,Нет
6914,gryffin,feel good,4,0.0,135,0,235789,801594,Нет
6915,nf,layers,3,0.0,100,0,330207,801395,Нет
6916,a$ap rocky,west side highway,7,0.0,62,0,177728,801386,Нет
6917,david bowie,changes  1999 remastered version,4,0.0,38,0,303873,801214,Нет
6918,prince,stare,4,0.0,51,0,332210,801179,Нет
6919,linkin park,somewhere i belong,3,0.0,67,0,411427,801056,Нет
6920,meek mill,gta,3,0.0,112,0,304457,800871,Нет
6921,baby keem,16,3,0.0,139,0,297233,800594,Нет
6922,fireboy dml,peru,4,0.0,173,0,202580,800094,Нет
6923,ac/dc,you shook me all night long,4,0.0,135,0,223347,798705,Нет
6924,whitney houston,i wanna dance with somebody (who loves me),3,0.0,57,0,352195,798015,Нет
6925,lil uzi vert,lullaby,2,0.0,39,0,498499,797465,Нет
6926,joji,attention,3,0.0,94,0,360414,797449,Нет
6927,halsey,lilith,3,0.0,76,0,344494,796522,Нет
6928,bryson tiller,in check,3,0.0,78,0,377897,796469,Нет
6929,future,up the river,2,0.0,54,0,505645,796436,Нет
6930,gunna,feigning,2,0.0,46,0,505975,796300,Нет
6931,baby keem,bank account,2,0.0,53,0,507860,795960,Нет
6932,dababy,hit,3,0.0,89,0,294311,795455,Нет
6933,lil baby,waterfall flow,2,0.0,51,0,475075,795226,Нет
6934,yeat,big tonka,2,0.0,22,0,504157,794289,Нет
6935,pop smoke,top shotta,2,0.0,53,0,527948,793816,Нет
6936,quavo,shine,2,0.0,49,0,536282,793723,Нет
6937,calvin harris,we found love,10,0.0,168,0,90629,793648,Нет
6938,thomas rhett,slow down summer,3,0.0,86,0,336961,793238,Нет
6939,mumford & sons,cold arms,7,0.0,67,0,151188,793165,Нет
6940,lil tjay,ice cold,3,0.0,110,0,305697,793150,Нет
6941,mitski,nobody,4,0.0,184,0,202032,793059,Нет
6942,bon iver,skinny love,10,0.0,131,0,216704,792797,Нет
6943,lil baby,section 8,2,0.0,75,0,497669,792480,Нет
6944,summer walker,drunk dialing...lodt,3,0.0,109,0,330787,791909,Нет
6945,rod wave,tombstone,2,0.0,44,0,410993,791036,Нет
6946,baka not nice,live up to my name,4,0.0,138,0,218549,790157,Нет
6947,playboi carti,no sl33p,2,0.0,126,0,558706,790076,Нет
6948,justin timberlake,wave,3,0.0,85,0,353422,789153,Нет
6949,big sean,body language,2,0.0,43,0,495939,788123,Нет
6950,linkin park,faint,3,0.0,65,0,420635,787907,Нет
6951,aaliyah,poison,2,0.0,55,0,479548,787806,Нет
6952,mumford & sons,ditmas,7,0.0,71,0,149352,787057,Нет
6953,fall out boy,jet pack blues,10,0.0,80,0,108083,787030,Нет
6954,taylor swift,the lakes (bonus track),3,0.0,109,0,299620,786927,Нет
6955,lil baby,seals pills (lil baby & gunna),2,0.0,66,0,524136,786668,Нет
6956,logic,a2z,2,0.0,70,0,487380,786518,Нет
6957,shakira,me gusta,3,0.0,122,0,273601,786206,Нет
6958,a$ap rocky,back home,7,0.0,66,0,170820,785553,Нет
6959,roddy ricch,hibachi,2,0.0,63,0,450925,784921,Нет
6960,anuel aa,antes,3,0.0,86,0,315868,784268,Нет
6961,city girls,jt first day out,3,0.0,114,0,280354,784000,Нет
6962,sarah connor,ring out the bells,2,0.0,149,0,451361,783909,Нет
6963,coldplay,paradise,9,0.0,55,0,210146,783678,Нет
6964,nav,one time,2,0.0,47,0,471459,783108,Нет
6965,imagine dragons,polaroid,8,0.0,68,0,146064,782718,Нет
6966,pop smoke,mr. jones,2,0.0,58,0,501676,781675,Нет
6967,ddg,elon musk,3,0.0,121,0,301774,780818,Нет
6968,brent faiyaz,skit: egomaniac,2,0.0,36,0,533486,779170,Нет
6969,lil baby,double down,2,0.0,53,0,460095,778702,Нет
6970,jonas brothers,year 3000,2,0.0,62,0,496643,778333,Нет
6971,gunna,addys,2,0.0,52,0,491905,778276,Нет
6972,michael bublé,silent night,5,0.0,95,0,272641,778087,Нет
6973,kyle dixon & michael stein,stranger things,3,0.0,103,0,317907,777154,Нет
6974,schoolboy q,by any means,6,0.0,140,0,149962,776896,Нет
6975,gunna,style stealer (lil baby & gunna),2,0.0,71,0,509742,776810,Нет
6976,playboi carti,punk monk,2,0.0,136,0,517087,776721,Нет
6977,rachel platten,stand by you,8,0.0,126,0,109596,776610,Нет
6978,halsey,you asked for this,3,0.0,75,0,344970,776401,Нет
6979,solange,mad,5,0.0,140,0,218456,775907,Нет
6980,lil skies,real ties,3,0.0,142,0,311215,775743,Нет
6981,logic,never been,7,0.0,131,0,128819,775684,Нет
6982,lil baby,can't explain,2,0.0,62,0,476680,774976,Нет
6983,6lack,sorry,3,0.0,118,0,307234,774542,Нет
6984,summer walker,my affection,2,0.0,59,0,479702,774450,Нет
6985,kid cudi,willing to trust,3,0.0,109,0,300498,774390,Нет
6986,run the jewels,goonies vs. e.t.,3,0.0,86,0,306025,773979,Нет
6987,florence + the machine,what kind of man,8,0.0,90,0,110359,773914,Нет
6988,jack ü,mind,6,0.0,155,0,135788,773513,Нет
6989,lorde,liability (reprise),4,0.0,120,0,247500,772477,Нет
6990,lil pump,illuminati,3,0.0,88,0,272846,772465,Нет
6991,the beatles,all you need is love  remastered,6,0.0,91,0,182176,772391,Нет
6992,meek mill,wins & losses,4,0.0,141,0,251348,772084,Нет
6993,conan gray,family line,3,0.0,134,0,260550,771923,Нет
6994,blink,182  cynical,5,0.0,100,0,237395,771517,Нет
6995,childish gambino,the night me and your mama met,3,0.0,64,0,352777,771487,Нет
6996,lil yachty,hit bout it,3,0.0,75,0,303323,770989,Нет
6997,bryson tiller,high stakes,3,0.0,87,0,348358,770908,Нет
6998,pop smoke,beat the speaker,2,0.0,57,0,502687,770885,Нет
6999,kacey musgraves,butterflies,3,0.0,116,0,304207,770729,Нет
7000,the beach boys,we three kings of orient are  1991 remix,2,0.0,136,0,399010,770488,Нет
7001,vampire weekend,this life,3,0.0,125,0,303370,770177,Нет
7002,ski mask the slump god,take a step back,3,0.0,116,0,321772,770034,Нет
7003,future,talk shit like a preacher,2,0.0,76,0,461558,769932,Нет
7004,logic,run it,7,0.0,134,0,129577,769881,Нет
7005,brett eldredge,the long way,4,0.0,183,0,198275,769743,Нет
7006,bts,for youth,2,0.0,47,0,498710,769634,Нет
7007,russ,cherry hill,4,0.0,166,0,208963,768899,Нет
7008,bad bunny,100 millones,3,0.0,85,0,341644,768253,Нет
7009,linkin park,bleed it out,3,0.0,71,0,389678,768227,Нет
7010,bryson tiller,keep doing what you're doing,2,0.0,58,0,484615,767950,Нет
7011,andrew gold,"spooky, scary skeletons",3,0.0,111,0,265145,767846,Да
7012,john mayer,why you no love me,2,0.0,59,0,495211,767809,Нет
7013,mayar jenisk,longing heart,2,0.0,36,0,404238,767525,Нет
7014,outkast,hey ya!  radio mix / club mix,7,0.0,108,0,160103,766996,Нет
7015,hozier,cherry wine  live,10,0.0,157,0,94891,766776,Нет
7016,hardy,wait in the truck,3,0.0,189,0,258265,766481,Нет
7017,gucci mane,work in progress (intro),4,0.0,142,0,233964,766473,Нет
7018,cash cash,devil,8,0.0,128,0,104495,766377,Нет
7019,migos,what you see,2,0.0,79,0,461918,766046,Нет
7020,luke combs,any given friday night,2,0.0,43,0,477082,765813,Нет
7021,bruno mars,calling all my lovelies,5,0.0,147,0,170661,764204,Нет
7022,polo g,for the love of new york,2,0.0,71,0,477149,764129,Нет
7023,trio vegabajeño,cantares de navidad,2,0.0,52,0,467395,763527,Нет
7024,yg,suu whoop,3,0.0,110,0,314054,763132,Нет
7025,offset,father of 4,2,0.0,68,0,474993,762751,Нет
7026,glass animals,tokyo drifting,3,0.0,141,0,274358,762344,Нет
7027,aminé,charmander,3,0.0,117,0,280411,762125,Нет
7028,drake,my side,2,0.0,53,0,472646,761031,Нет
7029,lil baby,everything,2,0.0,55,0,450944,760628,Нет
7030,nle choppa,shotta flow 4,3,0.0,134,0,281760,760532,Нет
7031,future,rotation,8,0.0,103,0,110032,760285,Нет
7032,iann dior,holding on,3,0.0,117,0,300330,760265,Нет
7033,leon bridges,inside friend,2,0.0,35,0,496950,759996,Нет
7034,takeoff,martian  intro,2,0.0,52,0,514498,759756,Нет
7035,kehlani,bad news,2,0.0,51,0,489934,759441,Нет
7036,shawn mendes,mutual,3,0.0,128,0,324497,759323,Нет
7037,leith ross,we'll never have sex,3,0.0,127,0,298431,758614,Нет
7038,pusha t,let the smokers shine the coupes,2,0.0,34,0,467701,758474,Нет
7039,nat king cole,joy to the world  1999 remastered,3,0.0,42,0,393844,757499,Нет
7040,a$ap rocky,changes,2,0.0,74,0,484346,757201,Нет
7041,martin garrix,love runs out,3,0.0,77,0,341483,757189,Нет
7042,logic,bohemian trapsody,3,0.0,125,0,286223,756291,Нет
7043,alesso,i wanna know,6,0.0,125,0,170386,756228,Нет
7044,bing crosby,what child is this/the holly and the ivy  medley / remastered 2006,4,0.0,65,0,331771,755967,Нет
7045,glee cast,jingle bell rock (glee cast version),5,0.0,102,0,233765,755694,Нет
7046,jhené aiko,speak,2,0.0,86,0,453358,754954,Нет
7047,mumford & sons,beloved,3,0.0,105,0,312679,754217,Нет
7048,powers,sunshine,6,0.0,172,0,145297,753620,Нет
7049,kehlani,water,2,0.0,55,0,478357,753482,Нет
7050,drake,paris morton music,2,0.0,62,0,449011,752966,Нет
7051,omah lay,attention,2,0.0,28,0,498273,752721,Нет
7052,lil wayne,not me,2,0.0,91,0,403426,752227,Нет
7053,the 1975,me & you together song,2,0.0,84,0,499190,751612,Нет
7054,trippie redd,all for me,2,0.0,54,0,477206,751550,Нет
7055,gunna,derek fisher,2,0.0,67,0,479051,751231,Нет
7056,mac miller,conversation pt. 1,3,0.0,134,0,270317,750480,Нет
7057,bruno mars,finesse,5,0.0,152,0,170087,750104,Нет
7058,bryson tiller,next to you,2,0.0,66,0,461566,750039,Нет
7059,baby keem,hooligan,3,0.0,101,0,309735,749800,Нет
7060,eminem,tone deaf,2,0.0,81,0,432193,749753,Нет
7061,jay rock,tap out,3,0.0,102,0,309364,749746,Нет
7062,wizkid,come closer,4,0.0,141,0,227140,749496,Нет
7063,nav,glow up,3,0.0,111,0,323401,748258,Нет
7064,ozuna,caramelo,3,0.0,130,0,260615,747103,Нет
7065,playboi carti,king vamp,2,0.0,142,0,493447,746159,Нет
7066,sia,bird set free,7,0.0,109,0,135880,746120,Нет
7067,future,groupies,8,0.0,89,0,117087,745583,Нет
7068,machine gun kelly,mainstream sellout,2,0.0,40,0,455357,744121,Нет
7069,bad bunny,si estuviésemos juntos,3,0.0,171,0,322519,743920,Нет
7070,rod wave,soulfly,2,0.0,34,0,480044,743303,Нет
7071,bts,euphoria,3,0.0,115,0,300848,742903,Нет
7072,lil baby,shiest talk,2,0.0,57,0,437257,742037,Нет
7073,bryan adams,summer of '69,3,0.0,102,0,286293,741660,Нет
7074,eminem,phenomenal,8,0.0,76,0,139150,741394,Нет
7075,selena gomez,kinda crazy,2,0.0,70,0,439528,741357,Нет
7076,p!nk,hurts 2b human,3,0.0,123,0,317255,741085,Нет
7077,eminem,book of rhymes,2,0.0,86,0,425754,740742,Нет
7078,lil mosey,holy water,3,0.0,110,0,277319,740630,Нет
7079,dmx,what these bitches want,2,0.0,75,0,394305,740327,Нет
7080,joyner lucas,devil's work,3,0.0,129,0,301796,739886,Нет
7081,aretha franklin,(you make me feel like) a natural woman,2,0.0,57,0,397194,739473,Нет
7082,6ix9ine,locked up pt. 2,2,0.0,41,0,505407,739320,Нет
7083,future,off dat,2,0.0,47,0,450740,739226,Нет
7084,justin bieber,yummy  summer walker remix,2,0.0,90,0,434678,738952,Нет
7085,lovejoy,perfume,3,0.0,91,0,323831,738624,Нет
7086,coldplay,miracles (someone special),3,0.0,56,0,399331,738002,Нет
7087,tom petty and the heartbreakers,learning to fly,2,0.0,46,0,491541,737783,Нет
7088,logic,amen,2,0.0,80,0,451071,737552,Нет
7089,marvin divine,barely legal 2021,1,0.0,21,0,737521,737521,Нет
7090,mac miller,"i love life, thank you",2,0.0,47,0,417187,737368,Нет
7091,bon iver,10 d e a t h b r e a s t ⚄ ⚄,5,0.0,123,0,181850,737015,Нет
7092,ajr,way less sad,3,0.0,99,0,280950,736830,Нет
7093,nf,why,3,0.0,158,0,278772,736285,Нет
7094,tate mcrae,don't come back,2,0.0,54,0,457354,736247,Нет
7095,one direction,change your ticket,10,0.0,75,0,99142,735902,Нет
7096,quavo,keep that shit,2,0.0,55,0,505241,735480,Нет
7097,a boogie wit da hoodie,hit 'em up,2,0.0,84,0,440949,735456,Нет
7098,the 1975,tonight (i wish i was your boy),2,0.0,62,0,464624,734944,Нет
7099,joshua bassett,lie lie lie,2,0.0,40,0,465523,734831,Нет
7100,fall out boy,hold me tight or don’t,3,0.0,110,0,273388,734640,Нет
7101,a boogie wit da hoodie,voices in my head,2,0.0,94,0,445989,734244,Нет
7102,trippie redd,sickening,2,0.0,57,0,463617,734038,Нет
7103,johnny mathis,sleigh ride,2,0.0,118,0,427442,733813,Нет
7104,tool,7empest,2,0.0,77,0,425408,733417,Нет
7105,a boogie wit da hoodie,beasty,2,0.0,99,0,432276,733045,Нет
7106,a boogie wit da hoodie,dtb 4 life,2,0.0,89,0,435275,732924,Нет
7107,drake,free spirit,2,0.0,61,0,449671,732903,Нет
7108,gucci mane,miss my woe,4,0.0,176,0,197031,732801,Нет
7109,hozier,nina cried power,2,0.0,54,0,502406,731901,Нет
7110,shotgun shane,not like me,2,0.0,41,0,369675,731869,Нет
7111,the kid laroi,fade away,3,0.0,107,0,304238,731503,Нет
7112,21 savage,special,4,0.0,144,0,206259,730489,Нет
7113,lorde,fallen fruit,2,0.0,55,0,458351,730454,Нет
7114,nicki minaj,changed it,4,0.0,142,0,209226,730116,Нет
7115,summer walker,session 33,2,0.0,50,0,440792,729869,Нет
7116,meek mill,issues,4,0.0,153,0,216584,729676,Нет
7117,summer walker,just might,3,0.0,131,0,296223,729327,Нет
7118,nav,to my grave,2,0.0,53,0,482138,728954,Нет
7119,nick jonas,touch,5,0.0,84,0,243727,728697,Нет
7120,phoebe ryan,ignition / do you... (mashup),7,0.0,68,0,162224,728306,Нет
7121,future,bankroll,2,0.0,53,0,442066,728077,Нет
7122,drake,can i,2,0.0,63,0,435912,727700,Нет
7123,future,i don’t wanna break up,2,0.0,54,0,441347,727180,Нет
7124,eslabon armado,vete a la fregada,2,0.0,66,0,473496,726627,Нет
7125,missy elliott,get ur freak on,8,0.0,67,0,117090,726611,Нет
7126,one direction,home,6,0.0,65,0,171567,726480,Нет
7127,nf,chasing_(demo),3,0.0,93,0,305095,726394,Нет
7128,the kid laroi,need you most (so sick),3,0.0,148,0,279186,725959,Нет
7129,black eyed peas,i gotta feeling,3,0.0,56,0,334520,725558,Нет
7130,the carters,nice,3,0.0,145,0,266507,724956,Нет
7131,maroon 5,she will be loved  radio mix,3,0.0,128,0,270336,724782,Нет
7132,the weeknd,starboy  kygo remix,5,0.0,131,0,185677,724638,Нет
7133,logic,cocaine,2,0.0,65,0,451090,724439,Нет
7134,yg,slay,2,0.0,69,0,439233,723860,Нет
7135,nicki minaj,favorite,10,0.0,94,0,103495,723669,Нет
7136,joyner lucas,the war,3,0.0,109,0,310976,723654,Нет
7137,future,freak hoe,8,0.0,108,0,105099,723488,Нет
7138,tory lanez,staccato,3,0.0,156,0,255140,722872,Нет
7139,devin dawson,christmas time is here  recorded at sound emporium nashville,2,0.0,125,0,417253,722631,Нет
7140,kygo,what's love got to do with it,2,0.0,59,0,436595,722394,Нет
7141,gucci mane,money make ya handsome,4,0.0,149,0,201476,722340,Нет
7142,tori kelly,let it snow,2,0.0,159,0,411885,722002,Нет
7143,brockhampton,sugar (remix),2,0.0,88,0,450045,721877,Нет
7144,kid cudi,want it bad,2,0.0,40,0,449459,721507,Нет
7145,ellie goulding,lost and found,7,0.0,72,0,179294,721339,Нет
7146,future,lil one,8,0.0,100,0,110892,720646,Нет
7147,yg,i be on,5,0.0,164,0,156337,720010,Нет
7148,josh groban,the first noël,2,0.0,158,0,413172,719877,Нет
7149,polo g,bag talk,2,0.0,68,0,431583,719711,Нет
7150,newjeans,attention,3,0.0,181,0,240505,719462,Нет
7151,beck,dreams,8,0.0,103,0,117662,718784,Нет
7152,bankrol hayden,drop a tear,3,0.0,128,0,270735,718591,Нет
7153,the weeknd,missed you  bonus track,2,0.0,43,0,457956,718317,Нет
7154,5 seconds of summer,fly away,7,0.0,80,0,132244,717668,Нет
7155,ed sheeran,lego house,11,0.0,150,0,75779,717608,Нет
7156,trippie redd,ain’t safe,2,0.0,66,0,444650,717324,Нет
7157,future,outer space bih,2,0.0,71,0,446148,717056,Нет
7158,maroon 5,whiskey,3,0.0,84,0,355035,716781,Нет
7159,eslabon armado,modo depre :(,2,0.0,73,0,457699,716768,Нет
7160,riley green,if it wasn’t for trucks,3,0.0,133,0,271063,716589,Нет
7161,dead or alive,you spin me round (like a record),3,0.0,114,0,306385,716371,Нет
7162,dababy,shut up,3,0.0,168,0,259262,716193,Нет
7163,nav,good intentions (intro),2,0.0,53,0,479747,715892,Нет
7164,john mayer,til the right one comes,2,0.0,65,0,446860,715340,Нет
7165,solange,stay flo,2,0.0,66,0,459130,715136,Нет
7166,wiz khalifa,y u mad,3,0.0,106,0,281434,714801,Нет
7167,zayn,bordersz,5,0.0,98,0,199766,713958,Нет
7168,melanie martinez,class fight,3,0.0,142,0,255912,713917,Нет
7169,6lack,seasons,3,0.0,148,0,274212,713334,Нет
7170,future,st. lucia,2,0.0,62,0,488273,711994,Нет
7171,the,dream  that's my shit,9,0.0,114,0,106106,711891,Нет
7172,wiz khalifa,lit,6,0.0,121,0,136467,711873,Нет
7173,usher,yeah!,6,0.0,118,0,220969,711827,Нет
7174,kid ink,show me,14,0.0,139,0,60935,711405,Нет
7175,yung gravy,c'est la vie,3,0.0,177,0,257296,711353,Нет
7176,young thug,die slow,2,0.0,44,0,461275,711118,Нет
7177,meek mill,all eyes on you,2,0.0,15,0,359030,711115,Нет
7178,daniel marcy,,1,0.0,20,0,710534,710534,Нет
7179,ryan gosling,city of stars,4,0.0,100,0,243441,709940,Нет
7180,anderson .paak,6 summers,2,0.0,59,0,443723,709734,Нет
7181,gunna,rockstar bikers & chains,2,0.0,65,0,443513,709722,Нет
7182,jaden,chateau,3,0.0,136,0,254948,709568,Нет
7183,21 savage,secret,2,0.0,52,0,463725,709137,Нет
7184,comethazine,find him!,3,0.0,172,0,250641,708983,Нет
7185,2 chainz,dead man walking,2,0.0,114,0,402815,708732,Нет
7186,future,pray for a key,2,0.0,69,0,452102,708606,Нет
7187,summer walker,dat right there,2,0.0,56,0,421255,708393,Нет
7188,john mayer,your body is a wonderland,9,0.0,149,0,196024,707906,Нет
7189,sueco,loser,3,0.0,151,0,237173,707378,Нет
7190,luke combs,on the other line,2,0.0,49,0,431958,707073,Нет
7191,lana del rey,freak,6,0.0,70,0,185455,706819,Нет
7192,2 chainz,bounce,6,0.0,131,0,134737,705454,Нет
7193,gucci mane,both eyes closed,4,0.0,170,0,192194,705123,Нет
7194,lauv,tattoos together,2,0.0,101,0,428213,704293,Нет
7195,the beatles,twist and shout  remastered,5,0.0,110,0,198163,704122,Нет
7196,machine gun kelly,why are you here,2,0.0,84,0,424285,703999,Нет
7197,quavo,fuck 12,2,0.0,62,0,486659,703804,Нет
7198,selena gomez,de una vez,2,0.0,52,0,430921,703081,Нет
7199,youngboy never broke again,rich as hell,3,0.0,153,0,267327,703078,Нет
7200,kids see ghosts,kids see ghosts,1,0.0,29,0,702097,702097,Нет
7201,fences,arrows,12,0.0,117,0,70240,701738,Нет
7202,lil yachty,get money bros.,2,0.0,71,0,447814,701575,Нет
7203,dmx,rudolph the rednose reindeer,3,0.0,135,0,284802,701454,Нет
7204,wiz khalifa,ocean,2,0.0,71,0,445459,701293,Нет
7205,the notorious b.i.g.,hypnotize,6,0.0,118,0,200111,701115,Нет
7206,ariana grande,worst behavior,2,0.0,34,0,436728,701049,Нет
7207,young stoner life,real,2,0.0,41,0,442716,700929,Нет
7208,the neighbourhood,r.i.p. 2 my youth,8,0.0,119,0,104702,700327,Нет
7209,linkin park,battle symphony,3,0.0,79,0,350696,700298,Нет
7210,future,accepting my flaws,2,0.0,75,0,427973,700127,Нет
7211,megan thee stallion,sugar baby,2,0.0,70,0,403642,699964,Нет
7212,chris stapleton,traveller,5,0.0,51,0,230307,699861,Нет
7213,mac miller,inside outside,2,0.0,47,0,459316,699256,Нет
7214,halsey,forever ... (is a long time),2,0.0,111,0,413233,698475,Нет
7215,t.i.,jefe,3,0.0,163,0,253021,698245,Нет
7216,for king & country,little drummer boy,2,0.0,164,0,395007,697514,Нет
7217,halsey,castle,7,0.0,117,0,115025,697448,Нет
7218,hailey whitters,everything she ain’t,3,0.0,180,0,244685,696950,Нет
7219,ed sheeran,tides,2,0.0,45,0,430129,696597,Нет
7220,trippie redd,space time,2,0.0,60,0,436933,696517,Нет
7221,jhené aiko,one way st.,2,0.0,107,0,403833,696233,Нет
7222,lil baby,cost to be alive,2,0.0,61,0,413422,695618,Нет
7223,wiz khalifa,rolling papers 2,2,0.0,80,0,418376,694275,Нет
7224,fifth harmony,like mariah,9,0.0,130,0,91377,694177,Нет
7225,a$ap rocky,"black tux, white collar",2,0.0,82,0,447375,692490,Нет
7226,wisin,fiel  remix,3,0.0,155,0,239529,692175,Нет
7227,a boogie wit da hoodie,another day gone,2,0.0,100,0,406203,691316,Нет
7228,mitski,stay soft,2,0.0,43,0,424145,691119,Нет
7229,the chicks,gaslighter,2,0.0,116,0,384922,690828,Нет
7230,trippie redd,new money,2,0.0,62,0,433474,690618,Нет
7231,sage the gemini,good thing,8,0.0,121,0,103992,689696,Нет
7232,dj khaled,way past luck,2,0.0,68,0,399964,689684,Нет
7233,melanie martinez,high school sweethearts,3,0.0,152,0,247252,689474,Нет
7234,lil baby,no friends,2,0.0,102,0,429417,689254,Нет
7235,baby keem,pink panties,2,0.0,60,0,443292,689079,Нет
7236,playboi carti,f33l lik3 dyin,2,0.0,145,0,457918,688712,Нет
7237,pusha t,just so you remember,2,0.0,47,0,418256,688423,Нет
7238,steve lacy,buttons,2,0.0,49,0,414779,687574,Нет
7239,dan + shay,officially christmas,2,0.0,148,0,359154,687100,Нет
7240,baby keem,cocoa,2,0.0,67,0,418830,685925,Нет
7241,the chainsmokers,kanye,13,0.0,167,0,57172,685639,Нет
7242,ski mask the slump god,he diddy!,2,0.0,79,0,397943,685474,Нет
7243,mike will made,it  the mantra,2,0.0,60,0,443024,685441,Нет
7244,dj snake,the half,5,0.0,110,0,202955,685171,Нет
7245,kesha,rainbow,4,0.0,138,0,207790,684884,Нет
7246,bts,outro: tear,3,0.0,156,0,267607,684794,Нет
7247,yfn lucci,everyday we lit (remix),4,0.0,185,0,173373,684498,Нет
7248,thirty seconds to mars,walk on water,3,0.0,101,0,320518,684269,Нет
7249,michael jackson,smooth criminal  2012 remaster,2,0.0,82,0,399155,683871,Нет
7250,céline dion,happy xmas (war is over),2,0.0,159,0,345912,683614,Нет
7251,big sean,friday night cypher,2,0.0,69,0,412259,683514,Нет
7252,migos,dab of ranch  recorded at spotify studios nyc,4,0.0,148,0,197818,683370,Нет
7253,g,eazy  legend,3,0.0,162,0,239295,683055,Нет
7254,playboi carti,not playing,2,0.0,149,0,443626,682480,Нет
7255,trans,siberian orchestra  christmas canon,2,0.0,171,0,365922,681255,Нет
7256,miley cyrus,party up the street,2,0.0,65,0,430525,680881,Нет
7257,nio garcia,la jeepeta  remix,3,0.0,159,0,245494,680311,Нет
7258,gunna,cash war,2,0.0,85,0,421223,679367,Нет
7259,a$ap rocky,sandman,2,0.0,51,0,408946,678884,Нет
7260,rihanna,james joint,5,0.0,106,0,154353,678421,Нет
7261,the 1975,if you’re too shy (let me know)  edit,2,0.0,51,0,428536,678288,Нет
7262,summer walker,screwin,2,0.0,60,0,406515,678055,Нет
7263,pretenders,2000 miles  2007 remaster,2,0.0,169,0,387847,677972,Нет
7264,future,moment of clarity,2,0.0,64,0,409128,677266,Нет
7265,rap nation,star shopping,3,0.0,161,0,227729,677169,Нет
7266,yg,10 times,2,0.0,76,0,409231,676983,Нет
7267,dj khaled,i love you so much,2,0.0,52,0,448161,676480,Нет
7268,rod wave,gone till november,2,0.0,53,0,429909,676287,Нет
7269,kevin gates,money long,3,0.0,151,0,250747,675386,Нет
7270,future,afterlife,2,0.0,84,0,440032,674738,Нет
7271,youngboy never broke again,rip lil phat,2,0.0,77,0,422502,674526,Нет
7272,dustin lynch,thinking 'bout you,3,0.0,177,0,232855,674401,Нет
